ni_fornecedor;nome_fornecedor;porte_fornecedor;codigo_ibge;municipio;segmento;tipo_segmento;ano;mes;numero_controle_pncp;numero_item;numero_compra;link_pncp;descricao;quantidade;unidade_medida;valor_unitario_estimado;valor_unitario_homologado;valor_total_homologado_ajustado;situacao_item_nome
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000743/2026;1;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;"Nadadeira Cressi Pro Light & Mola Flex - Preto - 36-38 /
US S-M / EU 40-41";3.0;UNIDADE;478.3155;478.3155;1434.95;Homologado
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000743/2026;2;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;"Nadadeira Cressi Pro Light & Mola Flex - Preto - 39-41 /
US M-L / EU 42-43";4.0;UNIDADE;478.3155;478.3155;1913.26;Homologado
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000743/2026;3;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;"Nadadeira Cressi Pro Light & Mola Flex - Preto - 42-44 /
US L-XL / EU 44-45";3.0;UNIDADE;478.3155;478.3155;1434.95;Homologado
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;calcados;produto;2026;8;45138070000149-1-000743/2026;4;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;Bota Cressi Isla 5mm - 39-40 / M;3.0;UNIDADE;375.3366;375.3366;1126.01;Homologado
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;calcados;produto;2026;8;45138070000149-1-000743/2026;5;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;Bota Cressi Isla 5mm - 41-42 / L;4.0;UNIDADE;375.3366;375.3366;1501.35;Homologado
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;calcados;produto;2026;8;45138070000149-1-000743/2026;6;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;Bota Cressi Isla 5mm - 43-44 / XL;2.0;UNIDADE;375.3366;375.3366;750.67;Homologado
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000743/2026;7;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;Lanterna Cressi Astra 2100 - Preto;4.0;UNIDADE;750.7805;750.7805;3003.12;Homologado
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000743/2026;8;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;Bóia Cressi Deco Marker PVC 130cm - 130 cm;4.0;UNIDADE;150.0702;150.0702;600.28;Homologado
57089175000134;KS7 IMPORTACAO E EXPORTACAO LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000743/2026;9;DL 690;https://pncp.gov.br/app/editais/45138070000149/2026/743;MÁSCARA CRESSI METIS (PRETA);10.0;UNIDADE;203.7051;203.7051;2037.05;Homologado
32605472000164;L K V CASTELAN EVENTOS;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000710/2026;1;DL 652;https://pncp.gov.br/app/editais/45138070000149/2026/710;Adesivo impressão digital com transparente 18 x 25cm;2400.0;UNIDADE;2.0;2.0;4800.0;Homologado
32605472000164;L K V CASTELAN EVENTOS;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000710/2026;2;DL 652;https://pncp.gov.br/app/editais/45138070000149/2026/710;Adesivo impressão digital com transparente 12 x 16cm;1000.0;UNIDADE;1.2;1.2;1200.0;Homologado
01768087000104;LAZER TRANSPORTES LTDA EPP;Demais;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000425/2026;1;48;https://pncp.gov.br/app/editais/45131885000104/2026/425;TRANSPORTE PARA TRATAMENTO FORA DE DOMICILIO (TFD) AOS CENTROS DE ESPECIALIDADES. VEÍCULO - ÔNIBUS RODOVIÁRIO MÍNIMO 46 LUGARES.;200000.0;KM;10.91;10.46;2092000.0;Homologado
05652247000106;LUMIAR HEALTH BUILDERS EQUIPAMENTOS HOSPITALARES LTDA;Demais;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000424/2026;1;029;https://pncp.gov.br/app/editais/45131885000104/2026/424;SERVIÇO DE LOCAÇÃO DE APARELHO MÉDICO RESPIRATÓRIO BIPAP - CONFORME ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA.;12.0;MÊS;1421.1;1239.0;14868.0;Homologado
09254594000131;MAC MED FARMACEUTICA LTDA;ME;3524808;Jales;medicamentos;produto;2026;8;45131885000104-1-000432/2026;1;358;https://pncp.gov.br/app/editais/45131885000104/2026/432;SACARATO DE HIDRÓXIDO FÉRRICO 20MG/ML – AMPOLA 5ML;800.0;AMPOLA;9.24;9.24;7392.0;Homologado
51439523000170;MARCELO SANA DE CAMARGO ENTRETENIMENTO - LTDA;EPP;3540259;Pontalinda;nao_classificado;indefinido;2026;8;65712077000130-1-000019/2026;2;9;https://pncp.gov.br/app/editais/65712077000130/2026/19;LOCACAO DE SISTEMA DE SONORIZACAO, ILUMINACAO E PAINEL DE LED;1.0;Locação;44000.0;26900.0;26900.0;Homologado
05785513000179;MAURICIO GARCIA LOPES - ME;ME;3546603;Santa Fé do Sul;informatica;produto;2026;8;45138070000149-1-000718/2026;1;DL 663;https://pncp.gov.br/app/editais/45138070000149/2026/718;Manutenção Impressora P: n° 21954;1.0;UNIDADE;390.0;390.0;390.0;Homologado
05785513000179;MAURICIO GARCIA LOPES - ME;ME;3546603;Santa Fé do Sul;informatica;produto;2026;8;45138070000149-1-000718/2026;2;DL 663;https://pncp.gov.br/app/editais/45138070000149/2026/718;Manutenção Impressora P: n° 42737;1.0;UNIDADE;90.0;90.0;90.0;Homologado
05785513000179;MAURICIO GARCIA LOPES - ME;ME;3546603;Santa Fé do Sul;informatica;produto;2026;8;45138070000149-1-000718/2026;3;DL 663;https://pncp.gov.br/app/editais/45138070000149/2026/718;Manutenção e repara na caixa de manutenção P: n° 44393;1.0;UNIDADE;170.0;170.0;170.0;Homologado
05785513000179;MAURICIO GARCIA LOPES - ME;ME;3546603;Santa Fé do Sul;informatica;produto;2026;8;45138070000149-1-000718/2026;4;DL 663;https://pncp.gov.br/app/editais/45138070000149/2026/718;Manutenção em impressora P: n° 31127;1.0;UNIDADE;90.0;90.0;90.0;Homologado
44186385000107;MAZOTI & MAZOTI FUNERARIA LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000776/2026;1;DL 714;https://pncp.gov.br/app/editais/45138070000149/2026/776;SERVIÇO DE TRASLADO;1.0;SERVICOS;700.0;700.0;700.0;Homologado
44186385000107;MAZOTI & MAZOTI FUNERARIA LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000777/2026;1;DL 715;https://pncp.gov.br/app/editais/45138070000149/2026/777;SERVIÇO DE TRASLADO;1.0;SERVICOS;700.0;700.0;700.0;Homologado
15311878000115;MEDPAPER COMERCIO DE MATERIAIS MEDICOS E HOSPITALA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000442/2026;1;366;https://pncp.gov.br/app/editais/45131885000104/2026/442;ÁLCOOL ETÍLICO HIDRATADO 70º (EMBALAGEM DE 1000ML). REGISTRO ATUALIZADO NA ANVISA. VALIDADE MÍNIMA DE 24 MESES APÓS A ENTREGA.;408.0;LITRO;6.8;6.8;2774.4;Homologado
15311878000115;MEDPAPER COMERCIO DE MATERIAIS MEDICOS E HOSPITALA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000442/2026;2;366;https://pncp.gov.br/app/editais/45131885000104/2026/442;CREME BRANCO COMPOSTO DE UREIA A 10% - CONFORME TERMO DE REFERÊNCIA;100.0;UNIDADE;27.3;27.3;2730.0;Homologado
66608092000103;NARAMARY PAGLIUSO DA MOTA RAMOS - EPP;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;2;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;BETAMETASONA 0,5MG CREME;1.0;TUBO;23.0;23.0;23.0;Em andamento
66608092000103;NARAMARY PAGLIUSO DA MOTA RAMOS - EPP;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;3;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;TOPIRAMATO 50 MG 120CPS;1.0;CAIXA;40.0;40.0;40.0;Em andamento
66608092000103;NARAMARY PAGLIUSO DA MOTA RAMOS - EPP;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;15;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;DOXEPINA 8MG C/60 CP;1.0;CAIXA;55.0;55.0;55.0;Em andamento
66608092000103;NARAMARY PAGLIUSO DA MOTA RAMOS - EPP;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;16;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;RISPERIDONA 1MG/ML;4.0;FRASCO;78.0;78.0;312.0;Em andamento
66608092000103;NARAMARY PAGLIUSO DA MOTA RAMOS - EPP;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;17;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;DEPAKENE 250 MG/ML;2.0;FRASCO;27.5;27.5;55.0;Em andamento
66608092000103;NARAMARY PAGLIUSO DA MOTA RAMOS - EPP;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;18;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;THIOCTACID 600MG;2.0;CAIXA;185.0;185.0;370.0;Em andamento
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;1;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;FILTRO DE AR;2.0;UNIDADE;90.0;90.0;180.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;combustivel;produto;2026;8;45131885000104-1-000434/2026;2;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;FILTRO COMBUSTIVEL;4.0;UNIDADE;155.0;155.0;620.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;3;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;FILTRO ÓLEO;4.0;PEÇA;100.0;100.0;400.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;4;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;FILTRO AR CONDICIONADO;2.0;PEÇA;40.0;40.0;80.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;5;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;PALHETA LIMPADOR;2.0;PEÇA;120.0;120.0;240.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;6;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;POLIA VIRABREQUIM - CONFORME TERMO DE REFERÊNCIA;1.0;PEÇA;800.0;800.0;800.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;combustivel;produto;2026;8;45131885000104-1-000434/2026;7;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;BOIA DO TANQUE DE COMBUSTÍVEL;1.0;PEÇA;990.0;990.0;990.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;8;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;DISCO FREIO DIANTEIRO DIREITO - CONFORME TERMO DE REFERÊNCIA;2.0;PEÇA;350.0;350.0;700.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;9;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;PASTILHA DE FREIO DIANTEIRO;1.0;PEÇA;230.0;230.0;230.0;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;10;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;TROCAR BOMBA D´ÁGUA E POLIAS;7.2;SERVIÇO;100.05;100.05;720.36;Homologado
00023884000108;PAULO CESAR NOSSA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000434/2026;11;360;https://pncp.gov.br/app/editais/45131885000104/2026/434;SERVIÇO FREIO - CONFORME TERMO DE REFERÊNCIA;3.9;HORA;100.05;100.05;390.195;Homologado
24258853000196;PAULO HERMINIO FACHINI FILHO;ME;3545704;Santa Albertina;madeira_construcao;produto;2026;8;45135530000185-1-000041/2026;1;18;https://pncp.gov.br/app/editais/45135530000185/2026/41;MADEIRA DE EUCALIPTO PARA MATA BURRO SERRADA (RETANGULAR) MEDINDO NO MÍNIMO 3,20 METROS DE COMPRIMENTO DE 8X10 CENTÍMETRO;400.0;UN;79.0;54.0;21600.0;Homologado
24258853000196;PAULO HERMINIO FACHINI FILHO;ME;3545704;Santa Albertina;madeira_construcao;produto;2026;8;45135530000185-1-000041/2026;2;18;https://pncp.gov.br/app/editais/45135530000185/2026/41;MADEIRA DE EUCALIPTO PARA MATA BURRO SERRADA (RETANGULAR) MEDINDO NO MÍNIMO 4,00 METROS DE COMPRIMENTO DE 20X25 CENTÍMETRO;45.0;UN;499.0;399.0;17955.0;Homologado
36444343000192;PLACA SUL COMERCIO, INST.PLACAS LTDA;Demais;3546603;Santa Fé do Sul;textil_uniforme;produto;2026;8;45138070000149-1-000755/2026;1;DL 689;https://pncp.gov.br/app/editais/45138070000149/2026/755;PAR DE PLACA AUTOMITIVA – FUC2475 – FUC2E75;1.0;UNIDADE;200.0;200.0;200.0;Homologado
61198164000160;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000704/2026;1;DL 649;https://pncp.gov.br/app/editais/45138070000149/2026/704;SEGURO PREDIAL ALMOXARIFADO GERAL;1.0;SERVICOS;2187.58;2187.58;2187.58;Homologado
13467021000163;QUEIROZ DISTRIBUIDORA DE COSMETICOS EIRELI;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000428/2026;1;356;https://pncp.gov.br/app/editais/45131885000104/2026/428;CURSO DE MAQUIAGEM PROFISSIONAL. CONFORME ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA.;1.0;SERVIÇO;1200.0;1200.0;1200.0;Homologado
13467021000163;QUEIROZ DISTRIBUIDORA DE COSMETICOS EIRELI;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000429/2026;1;357;https://pncp.gov.br/app/editais/45131885000104/2026/429;CURSO DE ESCOVISTA;1.0;SERVIÇO;1200.0;1200.0;1200.0;Homologado
31660176000101;RAVAZZI EQUIPAMENTOS ODONTOLÓGICOS LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000709/2026;1;DL 651;https://pncp.gov.br/app/editais/45138070000149/2026/709;COMPRESSOR CHIAPERINI ISENTO DE ÓLEO 50 L 10 BPO;1.0;UNIDADE;3800.0;3800.0;3800.0;Homologado
26443777000114;ROSANA VERONEZI INFORMATICA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000441/2026;1;365;https://pncp.gov.br/app/editais/45131885000104/2026/441;PLACA MÃE: SUPORTE PARA PROCESSADORES INTEL SOCKET 1151, APLICAÇÃO CPUUPTO 91W, CHIPSET: INTEL H110, 4 PORTAS USB 2.0, 2 PORTAS USB 3.0, 1 PORTA RJ45, 4 CONECTORES SATA 3, MEMÓRIA EXPANSÃO 32GB, ÁUDIO HD 7.1 CANAIS, REDE PCIE 1 GB 10/100/1000MB/S, SLOTS 1 PCI EXPRESS 3.0, X16, 2 PCI EXPRESS 2.0. EMBALAGEM ORIGINAL DO PRODUTO. GARANTIA MÍNIMA DE 12 MESES.;5.0;UNIDADE;450.0;450.0;2250.0;Homologado
26443777000114;ROSANA VERONEZI INFORMATICA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000441/2026;2;365;https://pncp.gov.br/app/editais/45131885000104/2026/441;FONTE ATX - PADRONIZADO V.26 - CONFORME ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA;7.0;UNIDADE;100.0;100.0;700.0;Homologado
26443777000114;ROSANA VERONEZI INFORMATICA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000441/2026;3;365;https://pncp.gov.br/app/editais/45131885000104/2026/441;SSD SATA - PADRONIZADO V.26 - CONFORME ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA;9.0;UNIDADE;430.0;430.0;3870.0;Homologado
26443777000114;ROSANA VERONEZI INFORMATICA;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000441/2026;4;365;https://pncp.gov.br/app/editais/45131885000104/2026/441;KIT DE UPGRADE (PROCESSADOR + PLACA-MÃE ATX DDR4) - PADRONIZADO V.26 - CONFORME ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA;1.0;KIT;2780.0;2780.0;2780.0;Homologado
23918889000196;SHIRLEY FATIMA ROVEDA LAINE 10018448828;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000757/2026;1;DL 693;https://pncp.gov.br/app/editais/45138070000149/2026/757;LENÇOL DE PERCAL 150 FIOS COM PINTURA EM UMA COR;20.0;UNIDADE;76.9;76.9;1538.0;Homologado
14096880000156;SOLAR SULMATEL PLACAS SOLARES LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000756/2026;1;DL 691;https://pncp.gov.br/app/editais/45138070000149/2026/756;KIT PARAFUSADEIRA ESMERILHADEIRA E MARTELETE;1.0;UNIDADE;2000.0;2000.0;2000.0;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000707/2026;1;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Defumada tipo corte: toucinho (bacon), tipo animal: suína, apresentação: em mantas, estado de conservação: resfriado(a) BACON -TIPO DO CORTE: TOUCINHO (BACON) - SUÍNA - EM MANTAS - RESFRIADO;384.0;Quilograma;41.63;41.59;15970.56;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;3;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Bovina In Natura tipo corte: fígado, apresentação: fatiada em bife, estado de conservação: resfriado(a);110.0;Quilograma;17.88;17.4;1914.0;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;4;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Bovina In Natura tipo corte: acém, apresentação: cortada, estado de conservação: resfriado(a);628.0;Quilograma;39.55;38.9;24429.2;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;5;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Bovina In Natura tipo corte: paleta (pá), apresentação: cortada em cubos, estado de conservação: resfriado(a);1180.0;Quilograma;39.3;39.25;46315.0;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;6;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Bovina In Natura tipo corte: costela, apresentação: pedaço, estado de conservação: resfriado(a);657.0;Quilograma;28.28;28.25;18560.25;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;7;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne De Ave In Natura tipo animal: frango, tipo corte: coxa e sobrecoxa, apresentação: inteiro, estado de conservação: resfriado(a), processamento: com pele, com osso;1422.0;Quilograma;14.91;14.89;21173.58;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;8;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne De Ave In Natura tipo animal: frango, tipo corte: coxinha da asa (drumete), apresentação: inteiro, estado de conservação: resfriado(a), processamento: com pele, com osso;689.0;Quilograma;19.64;19.6;13504.4;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;9;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne De Ave In Natura tipo animal: frango, tipo corte: filé de peito, apresentação: fatiado, estado de conservação: resfriado(a), processamento: sem pele, sem osso;1386.0;Quilograma;24.47;24.39;33804.54;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;10;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne De Ave In Natura tipo animal: frango, tipo corte: coração, apresentação: inteiro, estado de conservação: resfriado(a);63.0;Quilograma;42.28;42.19;2657.97;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;11;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Bovina In Natura tipo corte: acém, apresentação: moida, estado de conservação: resfriado(a);1213.0;Quilograma;38.93;38.49;46688.37;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;13;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Suína In Natura tipo corte: carré (bisteca), apresentação: fatiada, processamento: com osso, estado de conservação: resfriado(a);716.0;Quilograma;24.71;24.3;17398.8;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;14;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Suína In Natura tipo corte: costela/costelinha, apresentação: cortada, estado de conservação: resfriado(a);655.0;Quilograma;33.58;33.2;21746.0;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;15;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Suína In Natura tipo corte: pernil, apresentação: cortada em cubos, processamento: sem pele, estado de conservação: resfriado(a);584.0;Quilograma;23.04;22.75;13286.0;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;18;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Embutido tipo: linguiça calabresa, tamanho: grossa, tipo preparação: defumada, estado de conservação: resfriado(a);770.0;Quilograma;30.45;29.99;23092.3;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;20;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Embutido tipo: linguiça toscana, tamanho: grossa, tipo preparação: fresca, estado de conservação: resfriado(a);420.0;Quilograma;26.61;26.25;11025.0;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000707/2026;21;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Embutido tipo: salsicha hot dog, tipo preparação: cozida, estado de conservação: resfriado(a);819.0;Quilograma;13.24;12.99;10638.81;Homologado
26154589000176;SONIA MARLENE BARRADA DA COSTA;ME;3546603;Santa Fé do Sul;generos_alimenticios;produto;2026;8;45138070000149-1-000707/2026;68;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Bolo Alimentício sabor: variado, tipo: sem recheio, prazo validade: 30 dias, ingredientes: farinha de trigo, fermento químico, açúcar e ovo, características adicionais: embalagem individual;1736.0;Quilograma;38.96;33.6;58329.6;Homologado
67736744000140;SULMATEL ELETRICA HIDRAULICA E CONSTRUCOES LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000768/2026;6;DL 699;https://pncp.gov.br/app/editais/45138070000149/2026/768;"TANQUE DUPLO FIBRA AСАВ. MARM. 110X55 PRETO
AJ RORATO";1.0;UNIDADE;247.99;247.99;247.99;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;2;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Bovina In Natura tipo corte: paleta (pá), apresentação: fatiada em bife, estado de conservação: resfriado(a);1017.0;Quilograma;36.54;36.54;37161.18;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000719/2026;1;DL 665;https://pncp.gov.br/app/editais/45138070000149/2026/719;1 LITRO;5.0;UNIDADE;8.25;8.25;41.25;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000719/2026;2;DL 665;https://pncp.gov.br/app/editais/45138070000149/2026/719;1 LITRO;5.0;UNIDADE;8.25;8.25;41.25;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000719/2026;3;DL 665;https://pncp.gov.br/app/editais/45138070000149/2026/719;Refrigerante Sprite de 2 litros;5.0;UNIDADE;10.35;10.35;51.75;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000719/2026;4;DL 665;https://pncp.gov.br/app/editais/45138070000149/2026/719;Refrigerante Estrela Tubaína de 2 Litros;5.0;UNIDADE;5.49;5.49;27.45;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;generos_alimenticios;produto;2026;8;45138070000149-1-000754/2026;1;DL 688;https://pncp.gov.br/app/editais/45138070000149/2026/754;ACUCAR CRISTAL 5KG;60.0;UNIDADE;18.99;18.99;1139.4;Homologado
