ni_fornecedor;nome_fornecedor;porte_fornecedor;codigo_ibge;municipio;segmento;tipo_segmento;ano;mes;numero_controle_pncp;numero_item;numero_compra;link_pncp;descricao;quantidade;unidade_medida;valor_unitario_estimado;valor_unitario_homologado;valor_total_homologado_ajustado;situacao_item_nome
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000707/2026;12;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Salgada tipo corte: paleta (pá) - charque, origem: bovina, apresentação: em mantas, estado de conservação: seco(a);137.0;Quilograma;48.91;48.91;6700.67;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000707/2026;16;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Carne Processada variedade: quibe, tipo: bovino, sabor: temperado, estado de conservação: congelado(a);277.0;Quilograma;31.79;31.79;8805.83;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;17;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Embutido tipo: linguiça mista, tamanho: fina, tipo preparação: fresca, estado de conservação: resfriado(a);150.0;Quilograma;21.06;21.06;3159.0;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;19;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Embutido tipo: linguiça de frango, tamanho: fina, tipo preparação: fresca, estado de conservação: resfriado(a);157.0;Quilograma;25.23;25.23;3961.11;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;22;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Embutido tipo: linguiça paio, tipo preparação: defumada, estado de conservação: resfriado(a);230.0;Quilograma;18.3;18.3;4209.0;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;laticinios;produto;2026;8;45138070000149-1-000707/2026;69;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Salgados Diversos tipo: baguete, sabor: presunto e queijo, peso: 100, características adicionais: pronto para consumo;4755.0;Unidade;12.15;8.29;39418.95;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000707/2026;71;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Pizza sabor: variados, características adicionais: mini pizza;2560.0;Unidade;7.11;6.99;17894.4;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;carnes;produto;2026;8;45138070000149-1-000707/2026;72;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Salgados Diversos tipo: coxinha, tamanho: mini, aplicação: alimentação, sabor: frango, ingredientes: massa de pastel, farofa de frango, características adicionais: pronto para consumo;684.0;Quilograma;57.33;56.49;38639.16;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000707/2026;73;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Salgados Diversos tipo: esfirra, apresentação: embalagem com 80 gramas, sabor: carne moída;686.0;Quilograma;49.88;48.99;33607.14;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000707/2026;74;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Salgados Diversos tipo: quibe, tamanho: pequeno, aplicação: alimentação, sabor: carne moída;580.0;Quilograma;59.59;58.99;34214.2;Homologado
32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;ME;3546603;Santa Fé do Sul;generos_alimenticios;produto;2026;8;45138070000149-1-000707/2026;76;10;https://pncp.gov.br/app/editais/45138070000149/2026/707;Bolo Alimentício sabor: morango, tipo: recheio/cobertura, ingredientes: farinha de trigo, fermento químico, açúcar, ovo, d, características adicionais: confeitado/cobertura de marshmallow;659.0;Quilograma;58.31;57.0;37563.0;Homologado
17471328000199;TATYANE CAROLINE CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;42;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;ARMAÇÃO PARA ÓCULOS.;1.0;UNIDADE;89.9;89.9;89.9;Em andamento
17471328000199;TATYANE CAROLINE CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;43;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;LENTES 1.67 COM ANTI-REFLEXO;1.0;UNIDADE;310.0;310.0;310.0;Em andamento
46403332000118;U. F. COMERCIO VAR DE ILUMINACAO LTDA.;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000731/2026;1;DL 672;https://pncp.gov.br/app/editais/45138070000149/2026/731;REFLETOR 200W 600K;6.0;UNIDADE;79.9;79.9;479.4;Homologado
14654962000179;VANDERLEI A BUZON - ME;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000766/2026;1;DL 709;https://pncp.gov.br/app/editais/45138070000149/2026/766;ROLDANA DUPLAS PARA PORTA DA ENTRADA/SALA DE PROCEDIMENTOS ESF.;6.0;UNIDADE;120.0;120.0;720.0;Homologado
14654962000179;VANDERLEI A BUZON - ME;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000766/2026;2;DL 709;https://pncp.gov.br/app/editais/45138070000149/2026/766;ROLDANA SIMPLES PARA PORTA DA ENTRADA/SALA DE PROCEDIMENTO, ESF.;6.0;UNIDADE;70.0;70.0;420.0;Homologado
14654962000179;VANDERLEI A BUZON - ME;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000766/2026;3;DL 709;https://pncp.gov.br/app/editais/45138070000149/2026/766;ROLDANA DUPLAS PARA PORTA DA ENTRADA, CAPS;2.0;UNIDADE;120.0;120.0;240.0;Homologado
14654962000179;VANDERLEI A BUZON - ME;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000766/2026;4;DL 709;https://pncp.gov.br/app/editais/45138070000149/2026/766;ROLDANA DUPLAS PARA PORTA DA ENTRADA CLINICA DA MULHER;4.0;UNIDADE;120.0;120.0;480.0;Homologado
14654962000179;VANDERLEI A BUZON - ME;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000766/2026;5;DL 709;https://pncp.gov.br/app/editais/45138070000149/2026/766;ROLDANA DUPLAS PARA PORTA DA ENTRADA, ESF;4.0;UNIDADE;120.0;120.0;480.0;Homologado
14654962000179;VANDERLEI A BUZON - ME;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000766/2026;6;DL 709;https://pncp.gov.br/app/editais/45138070000149/2026/766;ROLDANA DUPLAS PARA PORTA DA ENTRADA ESF 13 DE MAIO;4.0;UNIDADE;120.0;120.0;480.0;Homologado
14654962000179;VANDERLEI A BUZON - ME;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000766/2026;7;DL 709;https://pncp.gov.br/app/editais/45138070000149/2026/766;ROLDANA SIMPLES PARA PORTA DA ENTRADA, ESF CENTRO;2.0;UNIDADE;70.0;70.0;140.0;Homologado
14654962000179;VANDERLEI A BUZON - ME;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000766/2026;8;DL 709;https://pncp.gov.br/app/editais/45138070000149/2026/766;ROLDANA DUPLAS PARA PORTA DA ENTRADA, CENTRO II;2.0;UNIDADE;120.0;120.0;240.0;Homologado
43232006000105;W.A. COMERCIO DE MEDICAMENTOS LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000778/2026;3;DL 716;https://pncp.gov.br/app/editais/45138070000149/2026/778;CEFTAZIDIMA 01G C/20CP – CAIXA;1.0;UNIDADE;432.6;432.6;432.6;Homologado
56097095000168;WANDERLEYA P G CELES & CIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000703/2026;1;DL 648;https://pncp.gov.br/app/editais/45138070000149/2026/703;VISÃO SIMPLES;1.0;PAR;45.1;45.1;45.1;Homologado
56097095000168;WANDERLEYA P G CELES & CIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000703/2026;2;DL 648;https://pncp.gov.br/app/editais/45138070000149/2026/703;MULTIFOCAL;1.0;PAR;145.1;145.1;145.1;Homologado
56097095000168;WANDERLEYA P G CELES & CIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000703/2026;3;DL 648;https://pncp.gov.br/app/editais/45138070000149/2026/703;ARMAÇAO DE ÓCULOS;2.0;UNIDADE;59.9;59.9;119.8;Homologado
56097095000168;WANDERLEYA P G CELES & CIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000763/2026;1;DL 702;https://pncp.gov.br/app/editais/45138070000149/2026/763;ARMAÇAO DE ÓCULOS;1.0;UNIDADE;59.9;59.9;59.9;Homologado
56097095000168;WANDERLEYA P G CELES & CIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000763/2026;2;DL 702;https://pncp.gov.br/app/editais/45138070000149/2026/763;LENTES MULTIFOCAIS;1.0;UNIDADE;145.1;145.1;145.1;Homologado
56097095000168;WANDERLEYA P G CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;34;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;ARMAÇAO DE ÓCULOS;1.0;UNIDADE;59.9;59.9;59.9;Em andamento
56097095000168;WANDERLEYA P G CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;35;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;LENTES MULTIFOCAIS;1.0;UNIDADE;145.1;145.1;145.1;Em andamento
56097095000168;WANDERLEYA P G CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;36;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;armação óculos;1.0;UNIDADE;59.9;59.9;59.9;Em andamento
56097095000168;WANDERLEYA P G CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;37;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;LENTES MULTIFOCAIS;1.0;UNIDADE;145.1;145.1;145.1;Em andamento
56097095000168;WANDERLEYA P G CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;38;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;ARMAÇÃO óculos.;1.0;UNIDADE;59.9;59.9;59.9;Em andamento
56097095000168;WANDERLEYA P G CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;39;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;LENTES VISÃO SIMPLES;1.0;UNIDADE;45.1;45.1;45.1;Em andamento
56097095000168;WANDERLEYA P G CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;40;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;ARMAÇÃO DE ÓCULOS;1.0;UNIDADE;59.9;59.9;59.9;Em andamento
56097095000168;WANDERLEYA P G CELES & CIA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;8;45138070000149-1-000775/2026;41;DL 712;https://pncp.gov.br/app/editais/45138070000149/2026/775;LENTES VISÃO SIMPLES.;1.0;UNIDADE;45.1;45.1;45.1;Em andamento
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000433/2026;1;359;https://pncp.gov.br/app/editais/45131885000104/2026/433;KIT EMBREAGEM;1.0;PEÇA;7060.6;7060.6;7060.6;Homologado
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000433/2026;2;359;https://pncp.gov.br/app/editais/45131885000104/2026/433;CILINDRO MESTRE EMBREAGEM;1.0;PEÇA;210.0;210.0;210.0;Homologado
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000433/2026;3;359;https://pncp.gov.br/app/editais/45131885000104/2026/433;CILINDRO AUXILIAR EMBREAGEM;1.0;UNIDADE;350.0;350.0;350.0;Homologado
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000433/2026;4;359;https://pncp.gov.br/app/editais/45131885000104/2026/433;ROLAMENTO EIXO PILOTO;1.0;UNIDADE;110.0;110.0;110.0;Homologado
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000433/2026;5;359;https://pncp.gov.br/app/editais/45131885000104/2026/433;RETENTOR MANCAL;1.0;PEÇA;255.0;255.0;255.0;Homologado
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000433/2026;6;359;https://pncp.gov.br/app/editais/45131885000104/2026/433;SERVIÇO DE SUBSTITUIÇÃO DE KIT EMBREAGEM;1.0;SERVIÇO;1000.0;1000.0;1000.0;Homologado
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000433/2026;7;359;https://pncp.gov.br/app/editais/45131885000104/2026/433;SERVIÇO TORNEAR VOLANTE;1.0;SERVIÇO;550.0;550.0;550.0;Homologado
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;nao_classificado;indefinido;2026;8;45131885000104-1-000436/2026;1;361;https://pncp.gov.br/app/editais/45131885000104/2026/436;SERVIÇO REVISÃO SISTEMA ELETRICA;1.0;SERVIÇO;1100.0;1100.0;1100.0;Homologado
14794563000103;WL SERVIÇOS EM TECNOLOGIA LTDA - ME;Demais;3545704;Santa Albertina;nao_classificado;indefinido;2026;8;45135530000185-1-000038/2026;1;16;https://pncp.gov.br/app/editais/45135530000185/2026/38;Proposta para todos os itens;1.0;Unidade;30000.0;30000.0;30000.0;Homologado
06997009000103;YUDI E TAMURA LTDA - ME;ME;3546603;Santa Fé do Sul;generos_alimenticios;produto;2026;8;00798851000121-1-000023/2026;1;16;https://pncp.gov.br/app/editais/00798851000121/2026/23;CAFÉ COM 500 GRAMAS;15.0;PCT;26.6233;25.99;389.85;Homologado
06997009000103;YUDI E TAMURA LTDA - ME;ME;3546603;Santa Fé do Sul;copa_cozinha;produto;2026;8;00798851000121-1-000023/2026;2;16;https://pncp.gov.br/app/editais/00798851000121/2026/23;COPOS DESCARTÁVEIS 180 ML COM 100 UNIDADES;15.0;PCT;7.3567;4.99;74.85;Homologado
06997009000103;YUDI E TAMURA LTDA - ME;ME;3546603;Santa Fé do Sul;limpeza_higiene;produto;2026;8;00798851000121-1-000023/2026;3;16;https://pncp.gov.br/app/editais/00798851000121/2026/23;SABONETE LIQUIDO 2 LITROS;1.0;UN;29.42;26.5;26.5;Homologado
21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000688/2026;1;DL 633;https://pncp.gov.br/app/editais/45138070000149/2026/688;Manutenção em lavadora (Troca de atuador e bomba);1.0;SERVICOS;340.0;340.0;340.0;Homologado
21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000688/2026;2;DL 633;https://pncp.gov.br/app/editais/45138070000149/2026/688;Manutenção em lavadora (Troca de suspensão e válvula);1.0;SERVICOS;380.0;380.0;380.0;Homologado
21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000688/2026;3;DL 633;https://pncp.gov.br/app/editais/45138070000149/2026/688;Manutenção em lavadora (Troca de atuador, bomba e trava);1.0;SERVICOS;430.0;430.0;430.0;Homologado
21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000688/2026;4;DL 633;https://pncp.gov.br/app/editais/45138070000149/2026/688;Manutenção em geladeira (Troca de compressor e gás);1.0;SERVICOS;1100.0;1100.0;1100.0;Homologado
21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000688/2026;5;DL 633;https://pncp.gov.br/app/editais/45138070000149/2026/688;Manutenção em tanquinho (Troca de motor);1.0;SERVICOS;330.0;330.0;330.0;Homologado
53332911000182;53.332.911 ECLESVAM VERONEZI DA COSTA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000691/2026;1;DL 635;https://pncp.gov.br/app/editais/45138070000149/2026/691;COLOCAÇÃO DE PORTA DE VIDRO DO BANHEIRO ACESSIBILIDADE E MANUTENÇÃO DE TELHADO DA PARTE DA COZINHA - LANCHONETE DA AGUAS CLARAS COM MATERIAL, FERRAMENTAS E MAO DE OBRA QUALIFICADA;1.0;SERVICOS;8200.0;8200.0;8200.0;Homologado
65200182000190;65.200.182 ELVIS DE OLIVEIRA FREITAS;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000697/2026;1;DL 640;https://pncp.gov.br/app/editais/45138070000149/2026/697;COLOCAÇÃO DE CHAVE CANIVETE;1.0;UNIDADE;150.0;150.0;150.0;Homologado
38090819000160;ALISSINDRO RODRIGUES 10454156855;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000687/2026;1;DL 634;https://pncp.gov.br/app/editais/45138070000149/2026/687;REF. DE PLACAS NOME DE RUA UNIVERSITÁRIO II;38.0;UNIDADE;60.0;60.0;2280.0;Homologado
38090819000160;ALISSINDRO RODRIGUES 10454156855;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000687/2026;2;DL 634;https://pncp.gov.br/app/editais/45138070000149/2026/687;REF. DE PLACAS 50X70 CARGA E DESCARGA/PARADA RÁPIDA;34.0;UNIDADE;100.0;100.0;3400.0;Homologado
38090819000160;ALISSINDRO RODRIGUES 10454156855;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000687/2026;3;DL 634;https://pncp.gov.br/app/editais/45138070000149/2026/687;REF./INST. POSTE E SUPORTE;1.0;UNIDADE;200.0;200.0;200.0;Homologado
36186243000103;BRUNO MERIGHI;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;6;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;ROLO DE LA SINTETICA 5CM;20.0;UNIDADE;9.99;8.0;160.0;Homologado
35727093000135;CLEBER FABRICIO ARAUJO;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000699/2026;1;DL 636;https://pncp.gov.br/app/editais/45138070000149/2026/699;41871FILTRO;2.0;UNIDADE;140.0;140.0;280.0;Homologado
27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;Demais;3546603;Santa Fé do Sul;informatica;produto;2026;7;45138070000149-1-000686/2026;1;DL 631;https://pncp.gov.br/app/editais/45138070000149/2026/686;Reset almofadas e limpeza do scaner Patrimonio:43103;1.0;UNIDADE;220.0;220.0;220.0;Homologado
27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;Demais;3546603;Santa Fé do Sul;informatica;produto;2026;7;45138070000149-1-000686/2026;2;DL 631;https://pncp.gov.br/app/editais/45138070000149/2026/686;Reset almofadas Patrimonio n°44386;1.0;UNIDADE;180.0;180.0;180.0;Homologado
27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;Demais;3546603;Santa Fé do Sul;informatica;produto;2026;7;45138070000149-1-000686/2026;3;DL 631;https://pncp.gov.br/app/editais/45138070000149/2026/686;Troca da caixa de Manutenção Patrimonio n°42950;1.0;UNIDADE;290.0;290.0;290.0;Homologado
27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;Demais;3546603;Santa Fé do Sul;informatica;produto;2026;7;45138070000149-1-000686/2026;4;DL 631;https://pncp.gov.br/app/editais/45138070000149/2026/686;Troca do tracionador completo papel Patrimonio n°36908;1.0;UNIDADE;350.0;350.0;350.0;Homologado
07820902000113;DROGRASUL SANTA FE DO SUL LTDA;Demais;3546603;Santa Fé do Sul;medicamentos;produto;2026;7;45138070000149-1-000692/2026;1;DL 638;https://pncp.gov.br/app/editais/45138070000149/2026/692;LEVETIRACETAM SOLUÇÃO ORAL 150 ML;2.0;FRASCO;109.0;109.0;218.0;Em andamento
07820902000113;DROGRASUL SANTA FE DO SUL LTDA;Demais;3546603;Santa Fé do Sul;medicamentos;produto;2026;7;45138070000149-1-000692/2026;2;DL 638;https://pncp.gov.br/app/editais/45138070000149/2026/692;Pancreatina;2.0;CAIXA;90.0;90.0;180.0;Em andamento
07820902000113;DROGRASUL SANTA FE DO SUL LTDA;Demais;3546603;Santa Fé do Sul;medicamentos;produto;2026;7;45138070000149-1-000692/2026;3;DL 638;https://pncp.gov.br/app/editais/45138070000149/2026/692;Codeína 3MG/ML;5.0;FRASCO;80.0;80.0;400.0;Em andamento
67110706000187;ELSON CESAR CASTELAN LTDA;ME;3546603;Santa Fé do Sul;textil_uniforme;produto;2026;7;45138070000149-1-000682/2026;1;DL 629;https://pncp.gov.br/app/editais/45138070000149/2026/682;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 3,80 m x 3,00 m,;1.0;SERVICOS;5966.4;5966.4;5966.4;Homologado
67110706000187;ELSON CESAR CASTELAN LTDA;ME;3546603;Santa Fé do Sul;textil_uniforme;produto;2026;7;45138070000149-1-000682/2026;2;DL 629;https://pncp.gov.br/app/editais/45138070000149/2026/682;MANUTENÇÃO CORRETIVA DE TOLDO COM SUBSTITUIÇÃO COMPLETA DA LONA medindo 6,40 m x 4,50 m (28,80 m²);1.0;SERVICOS;4032.0;4032.0;4032.0;Homologado
67110706000187;ELSON CESAR CASTELAN LTDA;ME;3546603;Santa Fé do Sul;textil_uniforme;produto;2026;7;45138070000149-1-000682/2026;3;DL 629;https://pncp.gov.br/app/editais/45138070000149/2026/682;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 3,00 m x 2,50 m (7,50 m²);1.0;SERVICOS;3945.0;3945.0;3945.0;Homologado
67110706000187;ELSON CESAR CASTELAN LTDA;ME;3546603;Santa Fé do Sul;textil_uniforme;produto;2026;7;45138070000149-1-000682/2026;4;DL 629;https://pncp.gov.br/app/editais/45138070000149/2026/682;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 16,25 M²;1.0;SERVICOS;8547.5;8547.5;8547.5;Homologado
67110706000187;ELSON CESAR CASTELAN LTDA;ME;3546603;Santa Fé do Sul;textil_uniforme;produto;2026;7;45138070000149-1-000682/2026;5;DL 629;https://pncp.gov.br/app/editais/45138070000149/2026/682;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 12,50 M²;1.0;SERVICOS;6575.0;6575.0;6575.0;Homologado
67110706000187;ELSON CESAR CASTELAN LTDA;ME;3546603;Santa Fé do Sul;textil_uniforme;produto;2026;7;45138070000149-1-000682/2026;6;DL 629;https://pncp.gov.br/app/editais/45138070000149/2026/682;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 12,00 m x 2,5 m;1.0;SERVICOS;15780.0;15780.0;15780.0;Homologado
10655463000145;EVALDO JOSE MANTELATO;ME;3546603;Santa Fé do Sul;informatica;produto;2026;7;45138070000149-1-000696/2026;1;DL 641;https://pncp.gov.br/app/editais/45138070000149/2026/696;83499ETIQUETA ADESIVA - COUCHE;20.0;UNIDADE;35.9;35.9;718.0;Homologado
19937975000179;EVANDRO APARECIDO BECARI;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000685/2026;1;DL 628;https://pncp.gov.br/app/editais/45138070000149/2026/685;Locação jogos de mesas 10 mesas / 40 cada;10.0;SERVICOS;12.0;12.0;120.0;Homologado
59965038000141;EXPRESSO ITAMARATI S.A.;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000694/2026;1;DL 642;https://pncp.gov.br/app/editais/45138070000149/2026/694;PASSAGEM PARA PARANAIBA;2.0;UNIDADE;37.98;37.98;75.96;Homologado
59965038000141;EXPRESSO ITAMARATI S.A.;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000694/2026;2;DL 642;https://pncp.gov.br/app/editais/45138070000149/2026/694;PASSAGEM PARA APARECIDA DO TABOADO;1.0;UNIDADE;28.98;28.98;28.98;Homologado
59965038000141;EXPRESSO ITAMARATI S.A.;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000694/2026;3;DL 642;https://pncp.gov.br/app/editais/45138070000149/2026/694;PASSAGEM PARA APARECIDA DO TABOADO II;3.0;UNIDADE;30.98;30.98;92.94;Homologado
59965038000141;EXPRESSO ITAMARATI S.A.;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000694/2026;4;DL 642;https://pncp.gov.br/app/editais/45138070000149/2026/694;PASSAGEM PARA APARECIDA DO TABOADO III;1.0;UNIDADE;31.98;31.98;31.98;Homologado
59965038000141;EXPRESSO ITAMARATI S.A.;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000694/2026;5;DL 642;https://pncp.gov.br/app/editais/45138070000149/2026/694;PASSAGEM PARA JALES;3.0;SERVICOS;18.98;18.98;56.94;Homologado
59965038000141;EXPRESSO ITAMARATI S.A.;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000694/2026;6;DL 642;https://pncp.gov.br/app/editais/45138070000149/2026/694;PASSAGEM PARA JALES II;3.0;UNIDADE;20.96;20.96;62.88;Homologado
59965038000141;EXPRESSO ITAMARATI S.A.;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000694/2026;7;DL 642;https://pncp.gov.br/app/editais/45138070000149/2026/694;PASSAGEM PARA SAO JOSE DO RIO PRETO;2.0;SERVICOS;84.09;84.09;168.18;Homologado
