numero_controle_pncp;numero_item;codigo_ibge;municipio;municipio_prioritario;ano;numero_compra;modalidade_id;modalidade_nome;presencial;srp;situacao_contratacao;orgao_de_saude;objeto;data_publicacao;data_encerramento_proposta;link_sistema_origem;orgao;descricao;unidade_medida;quantidade;valor_unitario_estimado;valor_total_estimado;situacao_item_id;situacao_item_nome;tipo_beneficio_nome;segmento;tipo_segmento;dominio;aderencia;ni_fornecedor;nome_fornecedor;porte_fornecedor;valor_unitario_homologado;valor_total_homologado;desagio;com_disputa;valor_total_homologado_ajustado;link_pncp
00798851000121-1-000022/2026;1;3546603;Santa Fé do Sul;1;2026;15;8;Dispensa;0;0;Divulgada no PNCP;0;"Instalação de novos equipamentos e reconfiguração da central de PABX do prédio do SantaFePrev.
";2026-08-05T15:37:51;;;SANTAFEPREV - INSTITUTO MUNICIPAL DE PREVIDENCIA SOCIAL;INSTALAÇÃO DE NOVOS EQUIPAMENTOS E RECONFIGURAÇÃO DA CENTRAL DE PABX DO PRÉDIO DO SANTAFEPREV.;SERV.;1.0;320.0;320.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;08698153000166;EDSON JOSÉ ESTRADA ME;ME;320.0;320.0;0.0;0;320.0;
00798851000121-1-000023/2026;1;3546603;Santa Fé do Sul;1;2026;16;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais de limpeza, copa e cozinha para atender as necessidades diárias do prédio do SantaFePrev.;2026-08-13T11:41:13;;;SANTAFEPREV - INSTITUTO MUNICIPAL DE PREVIDENCIA SOCIAL;CAFÉ COM 500 GRAMAS;PCT;15.0;26.6233;399.3495;2;Homologado;Sem benefício;generos_alimenticios;produto;alimentacao;media;06997009000103;YUDI E TAMURA LTDA - ME;ME;25.99;389.85;0.023787434315054933;0;389.85;
00798851000121-1-000023/2026;2;3546603;Santa Fé do Sul;1;2026;16;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais de limpeza, copa e cozinha para atender as necessidades diárias do prédio do SantaFePrev.;2026-08-13T11:41:13;;;SANTAFEPREV - INSTITUTO MUNICIPAL DE PREVIDENCIA SOCIAL;COPOS DESCARTÁVEIS 180 ML COM 100 UNIDADES;PCT;15.0;7.3567;110.3505;2;Homologado;Sem benefício;copa_cozinha;produto;suprimentos;media;06997009000103;YUDI E TAMURA LTDA - ME;ME;4.99;74.85;0.3217067435127163;0;74.85;
00798851000121-1-000023/2026;3;3546603;Santa Fé do Sul;1;2026;16;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais de limpeza, copa e cozinha para atender as necessidades diárias do prédio do SantaFePrev.;2026-08-13T11:41:13;;;SANTAFEPREV - INSTITUTO MUNICIPAL DE PREVIDENCIA SOCIAL;SABONETE LIQUIDO 2 LITROS;UN;1.0;29.42;29.42;2;Homologado;Sem benefício;limpeza_higiene;produto;suprimentos;media;06997009000103;YUDI E TAMURA LTDA - ME;ME;26.5;26.5;0.09925220938137327;0;26.5;
00973293000193-1-000027/2026;1;3546603;Santa Fé do Sul;1;2026;11;8;Dispensa;0;0;Divulgada no PNCP;0;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE ACOMPANHAMENTO TÉCNICO EM REMOÇÕES HOSPITALARES DE PACIENTES, MEDIANTE DISPONIBILIZAÇÃO DE PROFISSIONAL TÉCNICO DE ENFERMAGEM DEVIDAMENTE HABILITADO, PARA ACOMPANHAMENTO DE PACIENTES ATENDIDOS NA UPA 24 HORAS DO MUNICÍPIO DE SANTA FÉ DO SUL/SP, UNIDADE ADMINISTRADA PELO CONSAGRA/SP – CONSÓRCIO PÚBLICO INTERMUNICIPAL DE SAÚDE DA REGIÃO DOS GRANDES LAGOS.;2026-07-29T14:25:13;;;CONSORCIO PUBLICO INTERMUNICIPAL DE SAUDE DA REGIAO DOS GRANDES LAGOS - CONSAGRA;Proposta para todos os itens;Unidade;1.0;65210.4;65210.4;1;Em andamento;Não se aplica;nao_classificado;indefinido;indefinido;baixa;;;;;;;0;;
45138070000149-1-000682/2026;1;3546603;Santa Fé do Sul;1;2026;DL 629;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos Serviços de Confecção de Toldo, Instalação de Toldo, Manutenção e Troca de Lona para E.M Cirley Volpe Lopes, EMEI Professora Lourdes Patrício Fernandes e E.M Jose Carlos Arantes, conforme Processo SEI n° 3546603.437.00001090/2026-32;";2026-07-27T08:40:56;;;MUNICIPIO DE SANTA FE DO SUL;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 3,80 m x 3,00 m,;SERVICOS;1.0;5966.4;5966.4;2;Homologado;Sem benefício;textil_uniforme;produto;vestuario;media;67110706000187;ELSON CESAR CASTELAN LTDA;ME;5966.4;5966.4;0.0;0;5966.4;
45138070000149-1-000682/2026;2;3546603;Santa Fé do Sul;1;2026;DL 629;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos Serviços de Confecção de Toldo, Instalação de Toldo, Manutenção e Troca de Lona para E.M Cirley Volpe Lopes, EMEI Professora Lourdes Patrício Fernandes e E.M Jose Carlos Arantes, conforme Processo SEI n° 3546603.437.00001090/2026-32;";2026-07-27T08:40:56;;;MUNICIPIO DE SANTA FE DO SUL;MANUTENÇÃO CORRETIVA DE TOLDO COM SUBSTITUIÇÃO COMPLETA DA LONA medindo 6,40 m x 4,50 m (28,80 m²);SERVICOS;1.0;4032.0;4032.0;2;Homologado;Sem benefício;textil_uniforme;produto;vestuario;media;67110706000187;ELSON CESAR CASTELAN LTDA;ME;4032.0;4032.0;0.0;0;4032.0;
45138070000149-1-000682/2026;3;3546603;Santa Fé do Sul;1;2026;DL 629;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos Serviços de Confecção de Toldo, Instalação de Toldo, Manutenção e Troca de Lona para E.M Cirley Volpe Lopes, EMEI Professora Lourdes Patrício Fernandes e E.M Jose Carlos Arantes, conforme Processo SEI n° 3546603.437.00001090/2026-32;";2026-07-27T08:40:56;;;MUNICIPIO DE SANTA FE DO SUL;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 3,00 m x 2,50 m (7,50 m²);SERVICOS;1.0;3945.0;3945.0;2;Homologado;Sem benefício;textil_uniforme;produto;vestuario;media;67110706000187;ELSON CESAR CASTELAN LTDA;ME;3945.0;3945.0;0.0;0;3945.0;
45138070000149-1-000682/2026;4;3546603;Santa Fé do Sul;1;2026;DL 629;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos Serviços de Confecção de Toldo, Instalação de Toldo, Manutenção e Troca de Lona para E.M Cirley Volpe Lopes, EMEI Professora Lourdes Patrício Fernandes e E.M Jose Carlos Arantes, conforme Processo SEI n° 3546603.437.00001090/2026-32;";2026-07-27T08:40:56;;;MUNICIPIO DE SANTA FE DO SUL;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 16,25 M²;SERVICOS;1.0;8547.5;8547.5;2;Homologado;Sem benefício;textil_uniforme;produto;vestuario;media;67110706000187;ELSON CESAR CASTELAN LTDA;ME;8547.5;8547.5;0.0;0;8547.5;
45138070000149-1-000682/2026;5;3546603;Santa Fé do Sul;1;2026;DL 629;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos Serviços de Confecção de Toldo, Instalação de Toldo, Manutenção e Troca de Lona para E.M Cirley Volpe Lopes, EMEI Professora Lourdes Patrício Fernandes e E.M Jose Carlos Arantes, conforme Processo SEI n° 3546603.437.00001090/2026-32;";2026-07-27T08:40:56;;;MUNICIPIO DE SANTA FE DO SUL;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 12,50 M²;SERVICOS;1.0;6575.0;6575.0;2;Homologado;Sem benefício;textil_uniforme;produto;vestuario;media;67110706000187;ELSON CESAR CASTELAN LTDA;ME;6575.0;6575.0;0.0;0;6575.0;
45138070000149-1-000682/2026;6;3546603;Santa Fé do Sul;1;2026;DL 629;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos Serviços de Confecção de Toldo, Instalação de Toldo, Manutenção e Troca de Lona para E.M Cirley Volpe Lopes, EMEI Professora Lourdes Patrício Fernandes e E.M Jose Carlos Arantes, conforme Processo SEI n° 3546603.437.00001090/2026-32;";2026-07-27T08:40:56;;;MUNICIPIO DE SANTA FE DO SUL;CONFECÇÃO E INSTALAÇÃO DE TOLDO medindo 12,00 m x 2,5 m;SERVICOS;1.0;15780.0;15780.0;2;Homologado;Sem benefício;textil_uniforme;produto;vestuario;media;67110706000187;ELSON CESAR CASTELAN LTDA;ME;15780.0;15780.0;0.0;0;15780.0;
45138070000149-1-000683/2026;1;3546603;Santa Fé do Sul;1;2026;DL 619;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de passagem de cabo e instalação de porteiro residencial para a EMEI Profª Dirce Pedrassa Contieiro, EMEI Profº Antonio César Whitaker e EM Profª Marina de Oliveira, conforme Processo SEI n° 3546603.437.00001243/2026-41;";2026-07-27T09:04:28;;;MUNICIPIO DE SANTA FE DO SUL;SERVIÇO DE PASSAGEM DE CABO COM MATERIAL INCLUSO;serviço;1.0;300.0;300.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;ME;300.0;300.0;0.0;0;300.0;
45138070000149-1-000683/2026;2;3546603;Santa Fé do Sul;1;2026;DL 619;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de passagem de cabo e instalação de porteiro residencial para a EMEI Profª Dirce Pedrassa Contieiro, EMEI Profº Antonio César Whitaker e EM Profª Marina de Oliveira, conforme Processo SEI n° 3546603.437.00001243/2026-41;";2026-07-27T09:04:28;;;MUNICIPIO DE SANTA FE DO SUL;PASSAGEM DE CABO INTERNO PARA INTERFONE (LIGAÇÃO ENTRE O MONOFONE E O PORTEIRO ELETRÔNICO), INCLUINDO MATERIAIS;serviço;1.0;330.0;330.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;ME;330.0;330.0;0.0;0;330.0;
45138070000149-1-000683/2026;3;3546603;Santa Fé do Sul;1;2026;DL 619;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de passagem de cabo e instalação de porteiro residencial para a EMEI Profª Dirce Pedrassa Contieiro, EMEI Profº Antonio César Whitaker e EM Profª Marina de Oliveira, conforme Processo SEI n° 3546603.437.00001243/2026-41;";2026-07-27T09:04:28;;;MUNICIPIO DE SANTA FE DO SUL;SERVIÇO DE INSTALAÇÃO DE PORTEIRO RESIDENCIAL COM MATERIAL INCLUSO.;serviço;1.0;680.0;680.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;ME;680.0;680.0;0.0;0;680.0;
45138070000149-1-000684/2026;1;3546603;Santa Fé do Sul;1;2026;DL 630;8;Dispensa;0;0;Divulgada no PNCP;0;"Processo SEI nº 3546603.437.00001261/2026-23;
Contratação de empresa especializada para prestação de serviços de substituição da bobina do motor do portão eletrônico da E.M. José Carlos Arantes, com fornecimento de materiais.";2026-07-27T13:15:15;;;MUNICIPIO DE SANTA FE DO SUL;SERVIÇO DE TROCA DE BOBINA DE PORTÃO, INCLUSO MATERIAIS.;SERVICOS;1.0;250.0;250.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;ME;250.0;250.0;0.0;0;250.0;
45138070000149-1-000685/2026;1;3546603;Santa Fé do Sul;1;2026;DL 628;8;Dispensa;0;0;Divulgada no PNCP;0;"Processo SEI nº 3546603.437.00001236/2026-40;
Contratação de serviços de locação de mesas e cadeiras para à realização do projeto ""Tô de Férias""";2026-07-27T13:34:39;;;MUNICIPIO DE SANTA FE DO SUL;Locação jogos de mesas 10 mesas / 40 cada;SERVICOS;10.0;12.0;120.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;19937975000179;EVANDRO APARECIDO BECARI;ME;12.0;120.0;0.0;0;120.0;
45138070000149-1-000686/2026;1;3546603;Santa Fé do Sul;1;2026;DL 631;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção das impressoras para a Rede Municipal De Educação, 
Número do processo nº Sei: 3546603.437.00001208/2026-22.";2026-07-27T15:33:02;;;MUNICIPIO DE SANTA FE DO SUL;Reset almofadas e limpeza do scaner Patrimonio:43103;UNIDADE;1.0;220.0;220.0;2;Homologado;Sem benefício;informatica;produto;tecnologia;baixa;27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;Demais;220.0;220.0;0.0;0;220.0;
45138070000149-1-000686/2026;2;3546603;Santa Fé do Sul;1;2026;DL 631;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção das impressoras para a Rede Municipal De Educação, 
Número do processo nº Sei: 3546603.437.00001208/2026-22.";2026-07-27T15:33:02;;;MUNICIPIO DE SANTA FE DO SUL;Reset almofadas Patrimonio n°44386;UNIDADE;1.0;180.0;180.0;2;Homologado;Sem benefício;informatica;produto;tecnologia;baixa;27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;Demais;180.0;180.0;0.0;0;180.0;
45138070000149-1-000686/2026;3;3546603;Santa Fé do Sul;1;2026;DL 631;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção das impressoras para a Rede Municipal De Educação, 
Número do processo nº Sei: 3546603.437.00001208/2026-22.";2026-07-27T15:33:02;;;MUNICIPIO DE SANTA FE DO SUL;Troca da caixa de Manutenção Patrimonio n°42950;UNIDADE;1.0;290.0;290.0;2;Homologado;Sem benefício;informatica;produto;tecnologia;baixa;27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;Demais;290.0;290.0;0.0;0;290.0;
45138070000149-1-000686/2026;4;3546603;Santa Fé do Sul;1;2026;DL 631;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção das impressoras para a Rede Municipal De Educação, 
Número do processo nº Sei: 3546603.437.00001208/2026-22.";2026-07-27T15:33:02;;;MUNICIPIO DE SANTA FE DO SUL;Troca do tracionador completo papel Patrimonio n°36908;UNIDADE;1.0;350.0;350.0;2;Homologado;Sem benefício;informatica;produto;tecnologia;baixa;27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;Demais;350.0;350.0;0.0;0;350.0;
45138070000149-1-000687/2026;1;3546603;Santa Fé do Sul;1;2026;DL 634;8;Dispensa;0;0;Divulgada no PNCP;0;Contratação de serviços de mão de obras de reforma de placas viárias, conforme Processo SEI n° 3546603.437.00001250/2026-43;2026-07-27T15:34:06;;;MUNICIPIO DE SANTA FE DO SUL;REF. DE PLACAS NOME DE RUA UNIVERSITÁRIO II;UNIDADE;38.0;60.0;2280.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;38090819000160;ALISSINDRO RODRIGUES 10454156855;Demais;60.0;2280.0;0.0;0;2280.0;
45138070000149-1-000687/2026;2;3546603;Santa Fé do Sul;1;2026;DL 634;8;Dispensa;0;0;Divulgada no PNCP;0;Contratação de serviços de mão de obras de reforma de placas viárias, conforme Processo SEI n° 3546603.437.00001250/2026-43;2026-07-27T15:34:06;;;MUNICIPIO DE SANTA FE DO SUL;REF. DE PLACAS 50X70 CARGA E DESCARGA/PARADA RÁPIDA;UNIDADE;34.0;100.0;3400.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;38090819000160;ALISSINDRO RODRIGUES 10454156855;Demais;100.0;3400.0;0.0;0;3400.0;
45138070000149-1-000687/2026;3;3546603;Santa Fé do Sul;1;2026;DL 634;8;Dispensa;0;0;Divulgada no PNCP;0;Contratação de serviços de mão de obras de reforma de placas viárias, conforme Processo SEI n° 3546603.437.00001250/2026-43;2026-07-27T15:34:06;;;MUNICIPIO DE SANTA FE DO SUL;REF./INST. POSTE E SUPORTE;UNIDADE;1.0;200.0;200.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;38090819000160;ALISSINDRO RODRIGUES 10454156855;Demais;200.0;200.0;0.0;0;200.0;
45138070000149-1-000688/2026;1;3546603;Santa Fé do Sul;1;2026;DL 633;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção de lavadoras, tanquinho e geladeira para a Educação, 
Número do processo nº Sei: 3546603.437.00001206/2026-33.";2026-07-27T15:51:11;;;MUNICIPIO DE SANTA FE DO SUL;Manutenção em lavadora (Troca de atuador e bomba);SERVICOS;1.0;340.0;340.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;340.0;340.0;0.0;0;340.0;
45138070000149-1-000688/2026;2;3546603;Santa Fé do Sul;1;2026;DL 633;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção de lavadoras, tanquinho e geladeira para a Educação, 
Número do processo nº Sei: 3546603.437.00001206/2026-33.";2026-07-27T15:51:11;;;MUNICIPIO DE SANTA FE DO SUL;Manutenção em lavadora (Troca de suspensão e válvula);SERVICOS;1.0;380.0;380.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;380.0;380.0;0.0;0;380.0;
45138070000149-1-000688/2026;3;3546603;Santa Fé do Sul;1;2026;DL 633;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção de lavadoras, tanquinho e geladeira para a Educação, 
Número do processo nº Sei: 3546603.437.00001206/2026-33.";2026-07-27T15:51:11;;;MUNICIPIO DE SANTA FE DO SUL;Manutenção em lavadora (Troca de atuador, bomba e trava);SERVICOS;1.0;430.0;430.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;430.0;430.0;0.0;0;430.0;
45138070000149-1-000688/2026;4;3546603;Santa Fé do Sul;1;2026;DL 633;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção de lavadoras, tanquinho e geladeira para a Educação, 
Número do processo nº Sei: 3546603.437.00001206/2026-33.";2026-07-27T15:51:11;;;MUNICIPIO DE SANTA FE DO SUL;Manutenção em geladeira (Troca de compressor e gás);SERVICOS;1.0;1100.0;1100.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;1100.0;1100.0;0.0;0;1100.0;
45138070000149-1-000688/2026;5;3546603;Santa Fé do Sul;1;2026;DL 633;8;Dispensa;0;0;Divulgada no PNCP;0;"Contratação dos serviços de manutenção de lavadoras, tanquinho e geladeira para a Educação, 
Número do processo nº Sei: 3546603.437.00001206/2026-33.";2026-07-27T15:51:11;;;MUNICIPIO DE SANTA FE DO SUL;Manutenção em tanquinho (Troca de motor);SERVICOS;1.0;330.0;330.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;21816953000100;21.816.953 IVONE APARECIDA CEZANE;Demais;330.0;330.0;0.0;0;330.0;
45138070000149-1-000689/2026;1;3546603;Santa Fé do Sul;1;2026;DL 627;8;Dispensa;0;0;Divulgada no PNCP;0;Contratação direta de empresa especializada para a prestação de serviços de apoio a cuidador, em regime de dedicação ininterrupta de 24 horas, destinados ao Serviço de Acolhimento Institucional – Casa Lar, conforme o Processo SEI n° 3546603.437.00001227/2026-59, pelo período de 03 (três) meses.;2026-07-27T16:19:49;;;MUNICIPIO DE SANTA FE DO SUL;Contratação de serviços para a Casa Lar;HORA;4104.0;15.4;63201.6;1;Em andamento;Sem benefício;nao_classificado;indefinido;indefinido;baixa;;;;;;;0;;
45138070000149-1-000690/2026;1;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;BARRA ROSCADA ZINCADA 3/8;UNIDADE;12.0;14.0;168.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;14.0;168.0;0.0;0;168.0;
45138070000149-1-000690/2026;2;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;PORCA ZINCADA 3/8 X 9/16;UNIDADE;100.0;0.45;45.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;0.45;45.0;0.0;0;45.0;
45138070000149-1-000690/2026;3;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;ARRUELA ZINCADA 3/8;UNIDADE;100.0;0.5;50.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;0.5;50.0;0.0;0;50.0;
45138070000149-1-000690/2026;4;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;"PARAFUSO FRANCES C/ PORCA 5/16 X 7"" POLIDO BELENU S";UNIDADE;30.0;2.1;63.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;2.1;63.0;0.0;0;63.0;
45138070000149-1-000690/2026;5;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;PARAFUSO AUTOBROCANTE SEXTAVADO 12 X 1.1/2;UNIDADE;100.0;0.7;70.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;0.7;70.0;0.0;0;70.0;
45138070000149-1-000690/2026;6;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;BARRA ROSCADA ZINCADA 1/4;UNIDADE;8.0;6.3;50.4;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;6.3;50.4;0.0;0;50.4;
45138070000149-1-000690/2026;7;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;PORCA ZINCADA 1/4 X 7/16;UNIDADE;60.0;0.2;12.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;0.2;12.0;0.0;0;12.0;
45138070000149-1-000690/2026;8;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;ARRUELA ZINCADA 1/4;UNIDADE;60.0;0.2;12.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;0.2;12.0;0.0;0;12.0;
45138070000149-1-000690/2026;9;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;"PARAFUSO FRANCES C/ PORCA 1/4 X 3.1/4"" POLIDO BEL ENUS";UNIDADE;30.0;0.75;22.5;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;0.75;22.5;0.0;0;22.5;
45138070000149-1-000690/2026;10;3546603;Santa Fé do Sul;1;2026;DL 632;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;2026-07-28T08:50:40;;;MUNICIPIO DE SANTA FE DO SUL;CANTONEIRA PARA MOVEIS 3;UNIDADE;40.0;5.0;200.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;04056452000146;J.L. CHIAPARINI LTDA;EPP;5.0;200.0;0.0;0;200.0;
45138070000149-1-000691/2026;1;3546603;Santa Fé do Sul;1;2026;DL 635;8;Dispensa;0;0;Divulgada no PNCP;0;Contratação de serviços de manutenção de porta de vidro do banheiro de acessibilidade e telhado do Parque das Águas Claras com material, ferramentas e mão de obra incluso, conforme Processo SEI n°3546603.437.00001238/2026-39.;2026-07-29T11:27:49;;;MUNICIPIO DE SANTA FE DO SUL;COLOCAÇÃO DE PORTA DE VIDRO DO BANHEIRO ACESSIBILIDADE E MANUTENÇÃO DE TELHADO DA PARTE DA COZINHA - LANCHONETE DA AGUAS CLARAS COM MATERIAL, FERRAMENTAS E MAO DE OBRA QUALIFICADA;SERVICOS;1.0;8200.0;8200.0;2;Homologado;Sem benefício;nao_classificado;indefinido;indefinido;baixa;53332911000182;53.332.911 ECLESVAM VERONEZI DA COSTA;Demais;8200.0;8200.0;0.0;0;8200.0;
45138070000149-1-000692/2026;1;3546603;Santa Fé do Sul;1;2026;DL 638;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de medicamentos para o Núcleo de Assistência à Saúde – NAS, Decreto Municipal n°2798/2010- conforme Processo SEI n° 3546603.437.00001237/2026-94.;2026-07-30T09:06:06;;;MUNICIPIO DE SANTA FE DO SUL;LEVETIRACETAM SOLUÇÃO ORAL 150 ML;FRASCO;2.0;109.0;218.0;1;Em andamento;Sem benefício;medicamentos;produto;saude;bloqueado;07820902000113;DROGRASUL SANTA FE DO SUL LTDA;Demais;109.0;218.0;0.0;0;218.0;
45138070000149-1-000692/2026;2;3546603;Santa Fé do Sul;1;2026;DL 638;8;Dispensa;0;0;Divulgada no PNCP;0;Aquisição de medicamentos para o Núcleo de Assistência à Saúde – NAS, Decreto Municipal n°2798/2010- conforme Processo SEI n° 3546603.437.00001237/2026-94.;2026-07-30T09:06:06;;;MUNICIPIO DE SANTA FE DO SUL;Pancreatina;CAIXA;2.0;90.0;180.0;1;Em andamento;Sem benefício;medicamentos;produto;saude;bloqueado;07820902000113;DROGRASUL SANTA FE DO SUL LTDA;Demais;90.0;180.0;0.0;0;180.0;
